Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,rater_position,response_ratings
13,1658936724109,27/07/2022 15:45:24,6847764,3,11,Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",2,For,I want to feel safer,Pro,6
14,1658936730092,27/07/2022 15:45:30,6847764,3,12,Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",2,For,I want to do my bit to protect the vulnerable ...so I don't pass it on to others,Pro,6
15,1658936733187,27/07/2022 15:45:33,6847764,3,13,Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",2,For,looking after most vulnerable in society and protecting friends and family,Pro,6
16,1658936737307,27/07/2022 15:45:37,6847764,3,14,Disagree,statements,53,Most days,Most days,33,Male,GCSEs,2,For,All my friends have got it so IÈm getting it,Pro,2
17,1658936745770,27/07/2022 15:45:45,6847764,3,15,Somewhat Disagree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",2,Against,The vaccines haven't been thoroughly tested so the side effects are as yet unknown,Pro,3
18,1658936749790,27/07/2022 15:45:49,6847764,3,16,Somewhat Disagree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",1,Against,Produced too quickly,Pro,3
19,1658936754468,27/07/2022 15:45:54,6847764,3,17,Somewhat Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",2,Against,The trials haven't run long enough to know the long term effects,Pro,3
20,1658936757744,27/07/2022 15:45:57,6847764,3,18,Somewhat Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,For,Have underlying health conditions,Pro,3
21,1658936765675,27/07/2022 15:46:05,6847764,3,19,Disagree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",1,For,"Herd immunity if everyone does it, it will be more effective",Pro,2
22,1658936769237,27/07/2022 15:46:09,6847764,3,20,Disagree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",3,Against,If enough other people get vaccinated I won't need it,Pro,2
23,1658936773749,27/07/2022 15:46:13,6847764,3,21,Disagree,statements,53,Most days,Most days,33,Male,GCSEs,1,Against,Not tested enough not enough clinical trials,Pro,2
24,1658936777652,27/07/2022 15:46:17,6847764,3,22,Agree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",3,For,I want to get back to 'normal'.,Pro,6
25,1658936782296,27/07/2022 15:46:22,6847764,3,23,Strongly Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",2,For,I feel as if I have to or other people will judge me.,Pro,1
26,1658936787703,27/07/2022 15:46:27,6847764,3,24,Somewhat Disagree,statements,56,A few times a year,A few times a year,25,Female,A levels,2,Against,Not effective against different strains,Pro,3
27,1658936791259,27/07/2022 15:46:31,6847764,3,25,Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,Against,Don't know enough about it,Pro,2
28,1658936794663,27/07/2022 15:46:34,6847764,3,26,Somewhat Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,3,For,Go 'back to normal',Pro,5
29,1658936798305,27/07/2022 15:46:38,6847764,3,27,Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",1,For,I want to help by being vaccinated,Pro,6
30,1658936798466,27/07/2022 15:46:38,6847764,3,28,Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,Against,Not a risk group for covid,Pro,6
31,1658936804390,27/07/2022 15:46:44,6847764,3,29,Disagree,statements,53,Most days,Most days,33,Male,GCSEs,2,Against,Big pharma taking 3.7billion in profits not giving it to everyone for free,Pro,2
32,1658936817176,27/07/2022 15:46:57,6847764,3,30,Disagree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",2,Against,Don't know what the long term side effects of the vaccine are,Pro,2
33,1658936823718,27/07/2022 15:47:03,6847764,3,31,Somewhat Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",2,Against,"We don't yet know if there are any long term side effect of the vaccine, or how long it will stay effective, there just hasn't been time to test any of this.",Pro,3
34,1658936826665,27/07/2022 15:47:06,6847764,3,32,Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",3,For,Help society to get back to normal,Pro,6
35,1658936830231,27/07/2022 15:47:10,6847764,3,33,Disagree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",2,Against,Worried about the side effects that could happen,Pro,2
36,1658936835469,27/07/2022 15:47:15,6847764,3,34,Strongly Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",2,For,reduce the impact of COVID-19 symptoms when contracted,Pro,7
37,1658936838468,27/07/2022 15:47:18,6847764,3,35,Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",3,For,get back to normal life,Pro,6
38,1658936848835,27/07/2022 15:47:28,6847764,3,36,Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",2,Against,"The vaccine trials have caused some very adverse reactions, ongoing complications, and even death. Some covid vaccine manufacturers have even stated these dangers themselves.",Pro,2
39,1658936851882,27/07/2022 15:47:31,6847764,3,37,Somewhat Disagree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",2,Against,Vaccines developed too quickly so not safe or trustworthy,Pro,3
40,1658936858107,27/07/2022 15:47:38,6847764,3,38,Somewhat Disagree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",3,Against,"Even after the vaccine, you are not guaranteed immunity.",Pro,3
41,1658936861275,27/07/2022 15:47:41,6847764,3,39,Disagree,statements,53,Most days,Most days,33,Male,GCSEs,3,For,I believe everything I hear,Pro,2
42,1658936861417,27/07/2022 15:47:41,6847764,3,40,Disagree,statements,56,A few times a year,A few times a year,25,Female,A levels,1,Against,Don't know possible long term health complications,Pro,2
43,1658936875025,27/07/2022 15:47:55,6847764,3,41,Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",3,Against,"RNA vaccines are new, and past trials and tests with them on animals were unsuccessful, with many animal deaths from them. RNA vaccines can be dangerous and the long-term effects are unknown.",Pro,2
44,1658936880999,27/07/2022 15:48:00,6847764,3,42,Somewhat Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",3,For,It's the only way out of this pandemic,Pro,5
45,1658936885253,27/07/2022 15:48:05,6847764,3,43,Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",3,Against,The vaccine does not give you full immunity ....you can still catch and transmit the virus after being vaccinated .,Pro,6
46,1658936888374,27/07/2022 15:48:08,6847764,3,44,Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",1,For,"Because everyone I know had it, i.e. peer pressure",Pro,2
47,1658936895196,27/07/2022 15:48:15,6847764,3,45,Somewhat Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",2,For,"If I don't take it, I'll die from the disease.",Pro,3
48,1658936900503,27/07/2022 15:48:20,6847764,3,46,Somewhat Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",1,Against,Doesn't stop transmission or infection,Pro,5
49,1658936905092,27/07/2022 15:48:25,6847764,3,47,Somewhat Disagree,statements,53,Most days,Most days,33,Male,GCSEs,3,Against,If it's so effective then why do we have to wear masks and social distance,Pro,3
50,1658936930964,27/07/2022 15:48:50,6847764,3,48,Somewhat Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",3,Against,"Everyone, including the pharma companies aren't clear about possible side effects and the billion dollar shady pharma companies are immune from law suits from side effects or deaths.",Pro,3
51,1658936934185,27/07/2022 15:48:54,6847764,3,49,Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,Against,Don't know the long term effects on fertility,Pro,2
52,1658936934492,27/07/2022 15:48:54,6847764,3,50,Disagree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",1,For,Its a deadly disease,Pro,2
53,1658936936711,27/07/2022 15:48:56,6847764,3,51,Disagree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",1,Against,I rely on my natural immunity,Pro,2
54,1658936940027,27/07/2022 15:49:00,6847764,3,52,Somewhat Disagree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",1,Against,The vaccine has not been tested for long enough,Pro,3
55,1658936944910,27/07/2022 15:49:04,6847764,3,53,Strongly Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",1,For,Lower infection and transmission rates,Pro,7
56,1658936953169,27/07/2022 15:49:13,6847764,3,54,Somewhat Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",1,Against,People have died from taking the vaccine who would otherwise still be here today.,Pro,3
57,1658936957580,27/07/2022 15:49:17,6847764,3,55,Disagree,statements,56,A few times a year,A few times a year,25,Female,A levels,3,Against,Don't know how long immunity lasts,Pro,2
58,1658936960943,27/07/2022 15:49:20,6847764,3,56,Agree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",1,For,I'm worried about catching the coronavirus.,Pro,6
59,1658936964528,27/07/2022 15:49:24,6847764,3,57,Agree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",3,For,Most people haven't had any serious side effects.,Pro,6
60,1658936968585,27/07/2022 15:49:28,6847764,3,58,Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",1,Against,I don't do experimental drugs,Pro,2
62,1658936978961,27/07/2022 15:49:38,6847764,3,60,Agree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",3,Against,"I can carry on keeping my distance from people, wearing a mask and using hand sanitiser and keep myself and my family safe that way. It's worked so far.",Pro,6
63,1658936983202,27/07/2022 15:49:43,6847764,3,61,Agree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",2,For,I want to be able to go out and about without worrying.,Pro,6
64,1658936986595,27/07/2022 15:49:46,6847764,3,62,Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,2,For,Lessen chance of spreading it,Pro,6
3,1660147612735,10/08/2022 16:06:52,6904021,3,1,Somewhat Agree,statements,53,Most days,Most days,33,Male,GCSEs,3,Against,If it's so effective then why do we have to wear masks and social distance,Pro,5
4,1660147617123,10/08/2022 16:06:57,6904021,3,2,Strongly Agree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",2,For,I want to be able to go out and about without worrying.,Pro,7
6,1660147625770,10/08/2022 16:07:05,6904021,3,4,Agree,statements,53,Most days,Most days,33,Male,GCSEs,2,For,All my friends have got it so IÈm getting it,Pro,6
7,1660147628946,10/08/2022 16:07:08,6904021,3,5,Neither Agree nor Disagree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",1,Against,Doesn't stop transmission or infection,Pro,4
8,1660147631461,10/08/2022 16:07:11,6904021,3,6,Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,Against,Don't know enough about it,Pro,2
9,1660147634893,10/08/2022 16:07:14,6904021,3,7,Strongly Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",2,For,"If I don't take it, I'll die from the disease.",Pro,1
10,1660147639695,10/08/2022 16:07:19,6904021,3,8,Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",1,For,"Herd immunity if everyone does it, it will be more effective",Pro,6
11,1660147642216,10/08/2022 16:07:22,6904021,3,9,Neither Agree nor Disagree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",1,Against,I rely on my natural immunity,Pro,4
12,1660147644156,10/08/2022 16:07:24,6904021,3,10,Strongly Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",3,For,get back to normal life,Pro,7
13,1660147651175,10/08/2022 16:07:31,6904021,3,11,Somewhat Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",2,Against,"The vaccine trials have caused some very adverse reactions, ongoing complications, and even death. Some covid vaccine manufacturers have even stated these dangers themselves.",Pro,3
14,1660147653615,10/08/2022 16:07:33,6904021,3,12,Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,Against,Not a risk group for covid,Pro,6
15,1660147655499,10/08/2022 16:07:35,6904021,3,13,Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,For,Have underlying health conditions,Pro,2
16,1660147658062,10/08/2022 16:07:38,6904021,3,14,Somewhat Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",3,For,It's the only way out of this pandemic,Pro,5
17,1660147659695,10/08/2022 16:07:39,6904021,3,15,Strongly Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,For,Want to get back to normal,Pro,7
18,1660147662585,10/08/2022 16:07:42,6904021,3,16,Strongly Disagree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",2,Against,Vaccines developed too quickly so not safe or trustworthy,Pro,1
19,1660147667992,10/08/2022 16:07:47,6904021,3,17,Somewhat Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",3,Against,The vaccine does not give you full immunity ....you can still catch and transmit the virus after being vaccinated .,Pro,5
20,1660147670417,10/08/2022 16:07:50,6904021,3,18,Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",1,For,Lower infection and transmission rates,Pro,6
21,1660147672574,10/08/2022 16:07:52,6904021,3,19,Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",3,Against,"Even after the vaccine, you are not guaranteed immunity.",Pro,6
22,1660147675580,10/08/2022 16:07:55,6904021,3,20,Somewhat Agree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",1,For,It's what everybody else is doing.,Pro,5
23,1660147677872,10/08/2022 16:07:57,6904021,3,21,Disagree,statements,53,Most days,Most days,33,Male,GCSEs,3,For,I believe everything I hear,Pro,2
24,1660147680683,10/08/2022 16:08:00,6904021,3,22,Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,2,For,Lessen chance of spreading it,Pro,6
25,1660147683069,10/08/2022 16:08:03,6904021,3,23,Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,For,Have close family with underlying heath conditions,Pro,2
26,1660147684747,10/08/2022 16:08:04,6904021,3,24,Strongly Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,3,For,Go 'back to normal',Pro,7
27,1660147686993,10/08/2022 16:08:06,6904021,3,25,Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,1,For,Lessen severity of symptoms for myself,Pro,6
28,1660147696957,10/08/2022 16:08:16,6904021,3,26,Somewhat Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",3,Against,"RNA vaccines are new, and past trials and tests with them on animals were unsuccessful, with many animal deaths from them. RNA vaccines can be dangerous and the long-term effects are unknown.",Pro,3
30,1660147713234,10/08/2022 16:08:33,6904021,3,28,Neither Agree nor Disagree,statements,53,Most days,Most days,33,Male,GCSEs,1,For,It's effective because the news told me so,Pro,4
31,1660147727957,10/08/2022 16:08:47,6904021,3,29,Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",3,For,"Even though it may not be fatal for everyone , people ca still suffer from long covid",Pro,6
32,1660147729976,10/08/2022 16:08:49,6904021,3,30,Strongly Disagree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",3,Against,Don't believe COVID-19 is real,Pro,1
33,1660147731823,10/08/2022 16:08:51,6904021,3,31,Somewhat Disagree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",2,Against,Worried about the side effects that could happen,Pro,3
34,1660147737853,10/08/2022 16:08:57,6904021,3,32,Agree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",3,Against,"Everyone, including the pharma companies aren't clear about possible side effects and the billion dollar shady pharma companies are immune from law suits from side effects or deaths.",Pro,6
