Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,rater_position,response_ratings
58,1646420000000,04/03/2022 17:30,5946566,2,56,Somewhat Agree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",1,For,healthy food with low fat,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
59,1646420000000,04/03/2022 17:30,5946566,2,57,Disagree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",2,Against,i don't care about the environment,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,2
60,1646420000000,04/03/2022 17:30,5946566,2,58,Somewhat Agree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),2,Against,unsure if I could be healthy while eating a vegan diet,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
61,1646420000000,04/03/2022 17:30,5946566,2,59,Somewhat Disagree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,3,Against,The animals that we kill in order to eat do not suffer,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,3
62,1646420000000,04/03/2022 17:30,5946566,2,60,Neither Agree nor Disagree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,2,Against,Vegan plates arenÂ´t as tasty as meat plates,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,4
63,1646420000000,04/03/2022 17:31,5946566,2,61,Somewhat Agree,statements,6,Never,Once or twice a year,22,Male,GCSEs,1,Against,I love meat/animal byproducts,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
64,1646420000000,04/03/2022 17:31,5946566,2,62,Somewhat Agree,statements,3,Never,Once or twice a year,21,Male,A levels,1,For,Environmental protection,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
3,1646410000000,04/03/2022 17:29,5946610,2,1,Disagree,statements,6,Never,Once or twice a year,22,Male,GCSEs,2,Against,"I believe it's an economic necessity, at least for now",Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,2
4,1646410000000,04/03/2022 17:29,5946610,2,2,Agree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),1,For,I am against animal cruelty,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,6
5,1646410000000,04/03/2022 17:29,5946610,2,3,Agree,statements,4,Never,Never,21,Female,A levels,3,Against,Believe in the food chain,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,6
6,1646410000000,04/03/2022 17:29,5946610,2,4,Agree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",3,For,environmentally sustainable food,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,6
7,1646420000000,04/03/2022 17:30,5946610,2,5,Strongly Agree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,2,Against,Vegan plates arenÂ´t as tasty as meat plates,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,7
8,1646420000000,04/03/2022 17:30,5946610,2,6,Strongly Agree,statements,3,Never,Once or twice a year,21,Male,A levels,3,Against,Lack of vitamins when being vegan,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,7
9,1646420000000,04/03/2022 17:30,5946610,2,7,Somewhat Agree,statements,3,Never,Once or twice a year,21,Male,A levels,2,For,Reduced amount of harm to animals,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
10,1646420000000,04/03/2022 17:30,5946610,2,8,Agree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,3,Against,The animals that we kill in order to eat do not suffer,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,6
11,1646420000000,04/03/2022 17:30,5946610,2,9,Agree,statements,4,Never,Never,21,Female,A levels,2,For,Helping the environment,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,6
12,1646420000000,04/03/2022 17:30,5946610,2,10,Strongly Disagree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",2,Against,i don't care about the environment,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,1
13,1646420000000,04/03/2022 17:30,5946610,2,11,Strongly Agree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),1,Against,Taste/enjoyment of different foods,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,7
14,1646420000000,04/03/2022 17:31,5946610,2,12,Strongly Agree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",2,For,"respect for animals
",Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,7
15,1646420000000,04/03/2022 17:31,5946610,2,13,Strongly Agree,statements,6,Never,Once or twice a year,22,Male,GCSEs,3,Against,I believe it facilitates the continued reproduction of animal species,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,7
16,1646420000000,04/03/2022 17:31,5946610,2,14,Agree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),3,For,It is better for the environment,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,6
17,1646420000000,04/03/2022 17:31,5946610,2,15,Agree,statements,4,Never,Never,21,Female,A levels,3,For,"Religious reasons, may believe its unethical to harm animals",Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,6
18,1646420000000,04/03/2022 17:31,5946610,2,16,Agree,statements,6,Never,Once or twice a year,22,Male,GCSEs,1,Against,I love meat/animal byproducts,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,6
19,1646420000000,04/03/2022 17:31,5946610,2,17,Agree,statements,8,Rarely,Once or twice a year,24,Other,Vocational Training / Apprenticeship,1,Against,Animals don't think like we do so they don't understand their own pain,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,6
21,1646420000000,04/03/2022 17:31,5946610,2,19,Strongly Agree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,1,Against,People who are vegan do not get as much nutrients as people who eat meat,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,7
22,1646420000000,04/03/2022 17:31,5946610,2,20,Strongly Disagree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",1,Against,non-vegan food is tasty,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,1
23,1646420000000,04/03/2022 17:32,5946610,2,21,Neither Agree nor Disagree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,For,being anti animal cruelty,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
24,1646420000000,04/03/2022 17:32,5946610,2,22,Strongly Agree,statements,4,Never,Never,21,Female,A levels,2,Against,Vegan products tend to be more expensive,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,7
25,1646420000000,04/03/2022 17:32,5946610,2,23,Somewhat Agree,statements,6,Never,Once or twice a year,22,Male,GCSEs,3,For,I feel a vegan diet is cleaner and makes them feel better,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
26,1646420000000,04/03/2022 17:32,5946610,2,24,Strongly Agree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,Against,It's bad for my health I need nutrients from meat and other products.,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,7
27,1646420000000,04/03/2022 17:32,5946610,2,25,Somewhat Agree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,2,For,People harm animals in order to eat,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,5
28,1646420000000,04/03/2022 17:32,5946610,2,26,Somewhat Disagree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),2,For,Being vegan is better for your health,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,3
29,1646420000000,04/03/2022 17:32,5946610,2,27,Strongly Agree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",1,Against,i love meat too much,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,7
30,1646420000000,04/03/2022 17:32,5946610,2,28,Agree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),1,Against,I like meat too much,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,6
31,1646420000000,04/03/2022 17:32,5946610,2,29,Somewhat Disagree,statements,8,Rarely,Once or twice a year,24,Other,Vocational Training / Apprenticeship,3,For,You can still eat perfectly balanced without animal products,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,3
32,1646420000000,04/03/2022 17:34,5946610,2,30,Somewhat Agree,statements,6,Never,Once or twice a year,22,Male,GCSEs,2,For,I feel it is better to reduce the dependency on animals for food due to the environmental reasons,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
33,1646420000000,04/03/2022 17:34,5946610,2,31,Somewhat Disagree,statements,3,Never,Once or twice a year,21,Male,A levels,3,For,Veganism is healthier diet,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,3
34,1646420000000,04/03/2022 17:34,5946610,2,32,Somewhat Disagree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,3,For,We can survive without meet,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,3
35,1646420000000,04/03/2022 17:34,5946610,2,33,Somewhat Disagree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),2,For,Reducing climate change/environmental impact,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,3
36,1646420000000,04/03/2022 17:34,5946610,2,34,Agree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,Against,"It's my life, let me live it",Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,6
37,1646420000000,04/03/2022 17:34,5946610,2,35,Strongly Agree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),3,Against,Meat and fish are necessary for a healthy and wholesame diet,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,7
38,1646420000000,04/03/2022 17:34,5946610,2,36,Somewhat Disagree,statements,8,Rarely,Once or twice a year,24,Other,Vocational Training / Apprenticeship,1,For,The negative ecological impact meat production has on the Earth,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,3
40,1646420000000,04/03/2022 17:34,5946610,2,38,Agree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),3,For,Personal health and wellbeing,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,6
41,1646420000000,04/03/2022 17:35,5946610,2,39,Strongly Agree,statements,4,Never,Never,21,Female,A levels,1,Against,Like the taste of animal products,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,7
43,1646420000000,04/03/2022 17:35,5946610,2,40,Agree,statements,8,Rarely,Once or twice a year,24,Other,Vocational Training / Apprenticeship,2,Against,Animal products are too tasty to stop consuming them,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,6
44,1646420000000,04/03/2022 17:36,5946610,2,41,Agree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",2,Against,"I enjoy eating meat and other foods, they are just too delicious.",Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,6
45,1646420000000,04/03/2022 17:36,5946610,2,42,Neither Agree nor Disagree,statements,8,Rarely,Once or twice a year,24,Other,Vocational Training / Apprenticeship,2,For,Saving animals the suffering,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
46,1646420000000,04/03/2022 17:36,5946610,2,43,Strongly Agree,statements,3,Never,Once or twice a year,21,Male,A levels,2,Against,Meat is a great source of protein,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,7
47,1646420000000,04/03/2022 17:36,5946610,2,44,Neither Agree nor Disagree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",2,For,having food allergies,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
48,1646420000000,04/03/2022 17:36,5946610,2,45,Somewhat Disagree,statements,6,Never,Once or twice a year,22,Male,GCSEs,1,For,I feel sorry for the animals killed/exploited for consumption,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,3
49,1646420000000,04/03/2022 17:36,5946610,2,46,Neither Agree nor Disagree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),1,For,Ethical treatment of animals,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
50,1646420000000,04/03/2022 17:36,5946610,2,47,Strongly Agree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",1,For,protecting the environment,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,7
51,1646420000000,04/03/2022 17:36,5946610,2,48,Strongly Agree,statements,3,Never,Once or twice a year,21,Male,A levels,1,For,Environmental protection,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,7
52,1646420000000,04/03/2022 17:36,5946610,2,49,Neither Agree nor Disagree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",1,Against,It goes against my religion,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
53,1646420000000,04/03/2022 17:36,5946610,2,50,Agree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",2,Against,man can eat everything in nature,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,6
54,1646420000000,04/03/2022 17:36,5946610,2,51,Agree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,1,For,Animals deserve to live,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,6
55,1646420000000,04/03/2022 17:37,5946610,2,52,Somewhat Agree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),3,Against,Cost and accessibility of vegan foods,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
56,1646420000000,04/03/2022 17:37,5946610,2,53,Somewhat Disagree,statements,3,Never,Once or twice a year,21,Male,A levels,1,Against,My decisions will not make any change to environment,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,3
57,1646420000000,04/03/2022 17:37,5946610,2,54,Somewhat Disagree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",2,For,It's healthier than eating meat and fast food.,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,3
58,1646420000000,04/03/2022 17:37,5946610,2,55,Strongly Agree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),2,Against,It is difficult to refrain from all animal products,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,7
59,1646420000000,04/03/2022 17:37,5946610,2,56,Somewhat Agree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,For,Saves animals from exploitation,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
60,1646420000000,04/03/2022 17:37,5946610,2,57,Somewhat Agree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),2,Against,unsure if I could be healthy while eating a vegan diet,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
61,1646420000000,04/03/2022 17:37,5946610,2,58,Somewhat Agree,statements,4,Never,Never,21,Female,A levels,1,For,Protecting animals from harm,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
