Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,rater_position,response_ratings,position_conf,position_conf_num
11,1659976040896,08/08/2022 16:27:20,6895800,2,9,Somewhat Disagree,statements,55,Rarely,Rarely,54,Female,GCSEs,1,Against,Im young and want to start a family. I'm not sure about the long term effects on fertility.,Pro,3,NA,NA
12,1659976043426,08/08/2022 16:27:23,6895800,2,10,Strongly Agree,statements,52,Most weeks,Most days,33,Male,"Undergraduate degree (BSc, BA)",1,For,It reduces the severity of symptoms if i catch covid.,Pro,7,NA,NA
13,1659976045361,08/08/2022 16:27:25,6895800,2,11,Strongly Agree,statements,56,Never,A few times a year,35,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,So I can maybe go on holiday in the future without having to isolate or pay for additional tests!,Pro,7,NA,NA
14,1659976050953,08/08/2022 16:27:30,6895800,2,12,Strongly Agree,statements,57,A few times a year,Most months,49,Female,"Undergraduate degree (BSc, BA)",1,For,The vaccines are produced following strict guidelines,Pro,7,NA,NA
15,1659976053289,08/08/2022 16:27:33,6895800,2,13,Strongly Disagree,statements,51,A few times a year,Most months,30,Female,"Undergraduate degree (BSc, BA)",2,Against,covid is all a hoax made up to cull the population as its too big,Pro,1,NA,NA
16,1659976058318,08/08/2022 16:27:38,6895800,2,14,Strongly Agree,statements,51,A few times a year,Most months,30,Female,"Undergraduate degree (BSc, BA)",3,For,having the vaccine with a day or two max side effects is better than getting covid and dying,Pro,7,NA,NA
17,1659976061634,08/08/2022 16:27:41,6895800,2,15,Neither Agree nor Disagree,statements,58,Most months,A few times a year,45,Male,Vocational Training / Apprenticeship,2,Against,Not enough research has gone into the vaccines.,Pro,4,NA,NA
18,1659976063935,08/08/2022 16:27:43,6895800,2,16,Strongly Disagree,statements,60,Most months,Most months,31,Female,"Undergraduate degree (BSc, BA)",1,Against,Don't need it I am not at risk,Pro,1,NA,NA
19,1659976068358,08/08/2022 16:27:48,6895800,2,17,Agree,statements,55,Rarely,Rarely,54,Female,GCSEs,3,For,We need to return to pre Covid status and normality and the vaccine will help to acheive that.,Pro,6,NA,NA
20,1659976072327,08/08/2022 16:27:52,6895800,2,18,Disagree,statements,57,A few times a year,Most months,49,Female,"Undergraduate degree (BSc, BA)",1,Against,it was produced too quickly to be effective,Pro,2,NA,NA
21,1659976076028,08/08/2022 16:27:56,6895800,2,19,Somewhat Agree,statements,57,A few times a year,Most months,49,Female,"Undergraduate degree (BSc, BA)",3,Against,They only tackle one variant which means they wont be effective for other variants,Pro,5,NA,NA
22,1659976080042,08/08/2022 16:28:00,6895800,2,20,Agree,statements,52,Most weeks,Most days,33,Male,"Undergraduate degree (BSc, BA)",2,For,"It helps protect me and others around me, having a reducing effect on transmission rates",Pro,6,NA,NA
23,1659976083776,08/08/2022 16:28:03,6895800,2,21,Somewhat Agree,statements,55,Rarely,Rarely,54,Female,GCSEs,2,Against,I don't think it's been tested long enough compared to other vaccines,Pro,5,NA,NA
24,1659976086395,08/08/2022 16:28:06,6895800,2,22,Strongly Disagree,statements,52,Most weeks,Most days,33,Male,"Undergraduate degree (BSc, BA)",3,Against,Covid is no worse than flu.,Pro,1,NA,NA
25,1659976090058,08/08/2022 16:28:10,6895800,2,23,Agree,statements,57,A few times a year,Most months,49,Female,"Undergraduate degree (BSc, BA)",3,For,The more people that are vaccinated the more successful we will be of bringing covid under control and get our lives back to normal,Pro,6,NA,NA
26,1659976091385,08/08/2022 16:28:11,6895800,2,24,Agree,statements,58,Most months,A few times a year,45,Male,Vocational Training / Apprenticeship,3,For,Good for the community.,Pro,6,NA,NA
27,1659976096396,08/08/2022 16:28:16,6895800,2,25,Somewhat Disagree,statements,51,A few times a year,Most months,30,Female,"Undergraduate degree (BSc, BA)",1,For,if everyone gets vaccinated we can slow/stop the mutations which takes away a lot of its power,Pro,3,NA,NA
28,1659976099244,08/08/2022 16:28:19,6895800,2,26,Neither Agree nor Disagree,statements,59,Most weeks,Most months,41,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Against,I don't believe there was enough research done on vacines,Pro,4,NA,NA
29,1659976103824,08/08/2022 16:28:23,6895800,2,27,Somewhat Agree,statements,59,Most weeks,Most months,41,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,my own medical conditions,Pro,5,NA,NA
30,1659976104359,08/08/2022 16:28:24,6895800,2,28,Strongly Agree,statements,60,Most months,Most months,31,Female,"Undergraduate degree (BSc, BA)",2,Against,Scared of risks related to vaccines,Pro,7,NA,NA
31,1659976109311,08/08/2022 16:28:29,6895800,2,29,Strongly Agree,statements,56,Never,A few times a year,35,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,"To protect myself, family and friends from getting Covid",Pro,7,NA,NA
32,1659976112630,08/08/2022 16:28:32,6895800,2,30,Somewhat Disagree,statements,56,Never,A few times a year,35,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,There's not been enough time to develop a safe vaccine,Pro,3,NA,NA
33,1659976115752,08/08/2022 16:28:35,6895800,2,31,Agree,statements,54,Rarely,Most weeks,56,Male,"GCSEs,Vocational Training / Apprenticeship",2,For,More people vaccinated builds herd immunity,Pro,6,NA,NA
34,1659976116933,08/08/2022 16:28:36,6895800,2,32,Agree,statements,56,Never,A few times a year,35,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,So society can get back to normal more quickly,Pro,6,NA,NA
35,1659976119741,08/08/2022 16:28:39,6895800,2,33,Somewhat Disagree,statements,54,Rarely,Most weeks,56,Male,"GCSEs,Vocational Training / Apprenticeship",1,Against,Scared of blood clotting,Pro,3,NA,NA
36,1659976124028,08/08/2022 16:28:44,6895800,2,34,Strongly Disagree,statements,52,Most weeks,Most days,33,Male,"Undergraduate degree (BSc, BA)",1,Against,"It affects my DNA, i don't want anything that will change my DNA",Pro,1,NA,NA
37,1659976126001,08/08/2022 16:28:46,6895800,2,35,Strongly Disagree,statements,59,Most weeks,Most months,41,Female,"Postgraduate degree (MSc, MA, MPhil)",1,Against,I am pregnant or planning a pregnancy,Pro,1,NA,NA
38,1659976128891,08/08/2022 16:28:48,6895800,2,36,Disagree,statements,58,Most months,A few times a year,45,Male,Vocational Training / Apprenticeship,1,For,Prevents me from getting the virus.,Pro,2,NA,NA
39,1659976132243,08/08/2022 16:28:52,6895800,2,37,Agree,statements,53,Most weeks,Most months,25,Female,Vocational Training / Apprenticeship,2,For,There's no evidence of infertility.,Pro,6,NA,NA
40,1659976136336,08/08/2022 16:28:56,6895800,2,38,Agree,statements,52,Most weeks,Most days,33,Male,"Undergraduate degree (BSc, BA)",3,For,It will help things return to less restrictive guidelines in a shorter time period,Pro,6,NA,NA
41,1659976137576,08/08/2022 16:28:57,6895800,2,39,Agree,statements,54,Rarely,Most weeks,56,Male,"GCSEs,Vocational Training / Apprenticeship",1,For,Vaccination keeps hospitalisation down,Pro,6,NA,NA
42,1659976140351,08/08/2022 16:29:00,6895800,2,40,Strongly Disagree,statements,53,Most weeks,Most months,25,Female,Vocational Training / Apprenticeship,2,Against,I feel like I're being forced.,Pro,1,NA,NA
43,1659976142705,08/08/2022 16:29:02,6895800,2,41,Agree,statements,59,Most weeks,Most months,41,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,to prevent myself catching Covid,Pro,6,NA,NA
44,1659976144589,08/08/2022 16:29:04,6895800,2,42,Agree,statements,60,Most months,Most months,31,Female,"Undergraduate degree (BSc, BA)",2,For,Want to protect others,Pro,6,NA,NA
45,1659976148431,08/08/2022 16:29:08,6895800,2,43,Disagree,statements,51,A few times a year,Most months,30,Female,"Undergraduate degree (BSc, BA)",3,Against,everyone else is getting it so i don't need too,Pro,2,NA,NA
47,1659976158325,08/08/2022 16:29:18,6895800,2,45,Somewhat Agree,statements,53,Most weeks,Most months,25,Female,Vocational Training / Apprenticeship,3,Against,"Not trialed enough, vaccine was too rushed.",Pro,5,NA,NA
48,1659976166694,08/08/2022 16:29:26,6895800,2,46,Agree,statements,51,A few times a year,Most months,30,Female,"Undergraduate degree (BSc, BA)",2,For,it can make sure i don't transmit it to other people so keep them safe as well as me,Pro,6,NA,NA
49,1659976168859,08/08/2022 16:29:28,6895800,2,47,Strongly Disagree,statements,56,Never,A few times a year,35,Female,"Postgraduate degree (MSc, MA, MPhil)",1,Against,I'm unlikely to get very ill if I get Covid,Pro,1,NA,NA
50,1659976172310,08/08/2022 16:29:32,6895800,2,48,Agree,statements,58,Most months,A few times a year,45,Male,Vocational Training / Apprenticeship,2,For,Less like to catch and pass on the virus.,Pro,6,NA,NA
51,1659976173377,08/08/2022 16:29:33,6895800,2,49,Agree,statements,60,Most months,Most months,31,Female,"Undergraduate degree (BSc, BA)",1,For,Want to be safe and protect myself,Pro,6,NA,NA
52,1659976175281,08/08/2022 16:29:35,6895800,2,50,Strongly Disagree,statements,54,Rarely,Most weeks,56,Male,"GCSEs,Vocational Training / Apprenticeship",2,Against,Don't trust government,Pro,1,NA,NA
53,1659976178000,08/08/2022 16:29:38,6895800,2,51,Somewhat Agree,statements,55,Rarely,Rarely,54,Female,GCSEs,3,Against,It should be a personal choice for everyone to decide yes or no for themselves,Pro,5,NA,NA
54,1659976180457,08/08/2022 16:29:40,6895800,2,52,Somewhat Disagree,statements,57,A few times a year,Most months,49,Female,"Undergraduate degree (BSc, BA)",2,Against,there are risks of blood clots and other serious side effects that are too risky,Pro,3,NA,NA
55,1659976182340,08/08/2022 16:29:42,6895800,2,53,Agree,statements,55,Rarely,Rarely,54,Female,GCSEs,1,For,Im protecting myself and my family.,Pro,6,NA,NA
56,1659976184271,08/08/2022 16:29:44,6895800,2,54,Agree,statements,54,Rarely,Most weeks,56,Male,"GCSEs,Vocational Training / Apprenticeship",3,For,More people vaccinated less chance of mutations in the virus,Pro,6,NA,NA
57,1659976188023,08/08/2022 16:29:48,6895800,2,55,Somewhat Agree,statements,54,Rarely,Most weeks,56,Male,"GCSEs,Vocational Training / Apprenticeship",3,Against,Long term side effects not known,Pro,5,NA,NA
58,1659976190588,08/08/2022 16:29:50,6895800,2,56,Strongly Disagree,statements,60,Most months,Most months,31,Female,"Undergraduate degree (BSc, BA)",3,Against,Don't believe in covid,Pro,1,NA,NA
59,1659976193514,08/08/2022 16:29:53,6895800,2,57,Agree,statements,55,Rarely,Rarely,54,Female,GCSEs,2,For,It's for the good of the whole world.,Pro,6,NA,NA
60,1659976195551,08/08/2022 16:29:55,6895800,2,58,Neither Agree nor Disagree,statements,51,A few times a year,Most months,30,Female,"Undergraduate degree (BSc, BA)",1,Against,it has not been tested enough so i don't know its safe,Pro,4,NA,NA
61,1659976198341,08/08/2022 16:29:58,6895800,2,59,Strongly Disagree,statements,58,Most months,A few times a year,45,Male,Vocational Training / Apprenticeship,3,Against,Don't like the idea that the government is injecting me.,Pro,1,NA,NA
62,1659976201554,08/08/2022 16:30:01,6895800,2,60,Somewhat Disagree,statements,57,A few times a year,Most months,49,Female,"Undergraduate degree (BSc, BA)",2,For,They are effective at protecting against other variants,Pro,3,NA,NA
63,1659976203755,08/08/2022 16:30:03,6895800,2,61,Disagree,statements,53,Most weeks,Most months,25,Female,Vocational Training / Apprenticeship,1,Against,"Infertility, blood clots, not safe",Pro,2,NA,NA
64,1659976209145,08/08/2022 16:30:09,6895800,2,62,Strongly Disagree,statements,58,Most months,A few times a year,45,Male,Vocational Training / Apprenticeship,1,Against,I don't believe in the vaccines.,Pro,1,NA,NA
3,1659976117957,08/08/2022 16:28:37,6895801,2,1,Neither Agree nor Disagree,statements,57,A few times a year,Most months,49,Female,"Undergraduate degree (BSc, BA)",2,Against,there are risks of blood clots and other serious side effects that are too risky,Pro,4,NA,NA
4,1659976160328,08/08/2022 16:29:20,6895801,2,2,Neither Agree nor Disagree,statements,56,Never,A few times a year,35,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,There's not been enough time to develop a safe vaccine,Pro,4,NA,NA
5,1659976165180,08/08/2022 16:29:25,6895801,2,3,Somewhat Agree,statements,54,Rarely,Most weeks,56,Male,"GCSEs,Vocational Training / Apprenticeship",3,For,More people vaccinated less chance of mutations in the virus,Pro,5,NA,NA
6,1659976168588,08/08/2022 16:29:28,6895801,2,4,Somewhat Disagree,statements,57,A few times a year,Most months,49,Female,"Undergraduate degree (BSc, BA)",1,Against,it was produced too quickly to be effective,Pro,3,NA,NA
7,1659976172479,08/08/2022 16:29:32,6895801,2,5,Disagree,statements,58,Most months,A few times a year,45,Male,Vocational Training / Apprenticeship,1,For,Prevents me from getting the virus.,Pro,2,NA,NA
8,1659976176856,08/08/2022 16:29:36,6895801,2,6,Disagree,statements,58,Most months,A few times a year,45,Male,Vocational Training / Apprenticeship,3,Against,Don't like the idea that the government is injecting me.,Pro,2,NA,NA
9,1659976183677,08/08/2022 16:29:43,6895801,2,7,Neither Agree nor Disagree,statements,59,Most weeks,Most months,41,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Against,I don't believe there was enough research done on vacines,Pro,4,NA,NA
10,1659976188689,08/08/2022 16:29:48,6895801,2,8,Somewhat Agree,statements,55,Rarely,Rarely,54,Female,GCSEs,2,Against,I don't think it's been tested long enough compared to other vaccines,Pro,5,NA,NA
11,1659976190020,08/08/2022 16:29:50,6895801,2,9,Somewhat Agree,statements,54,Rarely,Most weeks,56,Male,"GCSEs,Vocational Training / Apprenticeship",3,Against,Long term side effects not known,Pro,5,NA,NA
12,1659976192532,08/08/2022 16:29:52,6895801,2,10,Somewhat Agree,statements,55,Rarely,Rarely,54,Female,GCSEs,3,Against,It should be a personal choice for everyone to decide yes or no for themselves,Pro,5,NA,NA
13,1659976195999,08/08/2022 16:29:55,6895801,2,11,Somewhat Agree,statements,56,Never,A few times a year,35,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,"To protect myself, family and friends from getting Covid",Pro,5,NA,NA
14,1659976198611,08/08/2022 16:29:58,6895801,2,12,Somewhat Agree,statements,53,Most weeks,Most months,25,Female,Vocational Training / Apprenticeship,2,Against,I feel like I're being forced.,Pro,5,NA,NA
15,1659976202913,08/08/2022 16:30:02,6895801,2,13,Agree,statements,51,A few times a year,Most months,30,Female,"Undergraduate degree (BSc, BA)",2,For,it can make sure i don't transmit it to other people so keep them safe as well as me,Pro,6,NA,NA
16,1659976205476,08/08/2022 16:30:05,6895801,2,14,Somewhat Disagree,statements,53,Most weeks,Most months,25,Female,Vocational Training / Apprenticeship,3,Against,"Not trialed enough, vaccine was too rushed.",Pro,3,NA,NA
17,1659976207525,08/08/2022 16:30:07,6895801,2,15,Somewhat Agree,statements,55,Rarely,Rarely,54,Female,GCSEs,1,For,Im protecting myself and my family.,Pro,5,NA,NA
18,1659976212916,08/08/2022 16:30:12,6895801,2,16,Somewhat Disagree,statements,59,Most weeks,Most months,41,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,to prevent myself catching Covid,Pro,3,NA,NA
19,1659976215971,08/08/2022 16:30:15,6895801,2,17,Disagree,statements,52,Most weeks,Most days,33,Male,"Undergraduate degree (BSc, BA)",2,Against,"It is the government controlling us, we deserve a choice.",Pro,2,NA,NA
20,1659976218649,08/08/2022 16:30:18,6895801,2,18,Agree,statements,56,Never,A few times a year,35,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,So society can get back to normal more quickly,Pro,6,NA,NA
21,1659976221625,08/08/2022 16:30:21,6895801,2,19,Agree,statements,56,Never,A few times a year,35,Female,"Postgraduate degree (MSc, MA, MPhil)",1,Against,I'm unlikely to get very ill if I get Covid,Pro,6,NA,NA
22,1659976224865,08/08/2022 16:30:24,6895801,2,20,Neither Agree nor Disagree,statements,59,Most weeks,Most months,41,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,my own medical conditions,Pro,4,NA,NA
23,1659976234202,08/08/2022 16:30:34,6895801,2,21,Somewhat Agree,statements,51,A few times a year,Most months,30,Female,"Undergraduate degree (BSc, BA)",1,For,if everyone gets vaccinated we can slow/stop the mutations which takes away a lot of its power,Pro,5,NA,NA
24,1659976239324,08/08/2022 16:30:39,6895801,2,22,Somewhat Agree,statements,57,A few times a year,Most months,49,Female,"Undergraduate degree (BSc, BA)",1,For,The vaccines are produced following strict guidelines,Pro,5,NA,NA
25,1659976241585,08/08/2022 16:30:41,6895801,2,23,Somewhat Agree,statements,51,A few times a year,Most months,30,Female,"Undergraduate degree (BSc, BA)",3,For,having the vaccine with a day or two max side effects is better than getting covid and dying,Pro,5,NA,NA
26,1659976243520,08/08/2022 16:30:43,6895801,2,24,Somewhat Agree,statements,59,Most weeks,Most months,41,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,to protect others around me,Pro,5,NA,NA
27,1659976249980,08/08/2022 16:30:49,6895801,2,25,Neither Agree nor Disagree,statements,53,Most weeks,Most months,25,Female,Vocational Training / Apprenticeship,3,For,It has been our escape route from the lockdown.,Pro,4,NA,NA
28,1659976275367,08/08/2022 16:31:15,6895801,2,26,Somewhat Agree,statements,54,Rarely,Most weeks,56,Male,"GCSEs,Vocational Training / Apprenticeship",1,Against,Scared of blood clotting,Pro,5,NA,NA
