Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,reasoning_stan,intellectual_stan_1,intellectual_stan_2,intellectual_stan_3,morality_stan_1,morality_stan_2,morality_stan_3,condition,ITT_cond,passedITT
23,1646419131573,04/03/2022 18:38:51,5947332,2,21,Neither Agree nor Disagree,statements,73,A few times a year,A few times a year,19,Male,"Undergraduate degree (BSc, BA)",4,Against,You do good for your body eatting all,Anti,4,ANTI,1036,292,Against,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
25,1646419138366,04/03/2022 18:38:58,5947332,2,23,Somewhat Agree,statements,72,Rarely,Most weeks,23,Male,NA,6,Against,There are no many options when it comes to ordering or going out to eat vegan food,Anti,5,ANTI,1032,292,Against,Strongly agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
28,1646419149703,04/03/2022 18:39:09,5947332,2,26,Somewhat Disagree,statements,77,Rarely,Once or twice a year,27,Male,"Postgraduate degree (MSc, MA, MPhil)",5,Against,I am an omnivorous animal therefore the fact of not eating meat goes against my nature,Anti,3,ANTI,1061,292,Against,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
31,1646419158303,04/03/2022 18:39:18,5947332,2,29,Somewhat Agree,statements,75,A few times a year,Never,23,Male,A levels,5,Against,We've always done this. Humanity has kept animals for slaughtering for the longest time,Anti,5,ANTI,1049,292,Against,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
32,1646419168016,04/03/2022 18:39:28,5947332,2,30,Somewhat Disagree,statements,78,Rarely,Once or twice a year,18,Female,"Undergraduate degree (BSc, BA)",5,Against,"Simply that an animal dies is already planned from the food chain
",Anti,3,ANTI,1067,292,Against,Neither Agree nor Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
33,1646419170429,04/03/2022 18:39:30,5947332,2,31,Somewhat Disagree,statements,73,A few times a year,A few times a year,19,Male,"Undergraduate degree (BSc, BA)",5,Against,"We can't eat just vegetables, it's bad",Anti,3,ANTI,1037,292,Against,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
34,1646419174295,04/03/2022 18:39:34,5947332,2,32,Somewhat Disagree,statements,75,A few times a year,Never,23,Male,A levels,4,Against,I can't just not eat a tasty piece of steak or sausage from time to time.,Anti,3,ANTI,1048,292,Against,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
38,1646419182289,04/03/2022 18:39:42,5947332,2,36,Neither Agree nor Disagree,statements,74,Rarely,Once or twice a year,20,Male,A levels,6,Against,It could be expensive,Anti,4,ANTI,1044,292,Against,Agree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Baseline,0,NA
39,1646419183981,04/03/2022 18:39:43,5947332,2,37,Agree,statements,79,Most months,Most weeks,20,Male,A levels,4,Against,I enjoy eating animal food because it's delicious.,Anti,6,ANTI,1072,292,Against,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
43,1646419193486,04/03/2022 18:39:53,5947332,2,41,Somewhat Disagree,statements,71,Rarely,Never,26,Male,"Undergraduate degree (BSc, BA)",4,Against,Being vegan is harmful to health because it can cause several diseases.,Anti,3,ANTI,1024,292,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
45,1646419197400,04/03/2022 18:39:57,5947332,2,43,Agree,statements,76,Never,Rarely,24,Female,"Postgraduate degree (MSc, MA, MPhil)",6,Against,I want the protein,Anti,6,ANTI,1056,292,Against,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
46,1646419201825,04/03/2022 18:40:01,5947332,2,44,Somewhat Disagree,statements,78,Rarely,Once or twice a year,18,Female,"Undergraduate degree (BSc, BA)",6,Against,veganism is unsustainable for the environment but also much more polluting for the planet because grazing animals are the only ones that can regenerate the fertile layers of the earth through regenera,Anti,3,ANTI,1068,292,Against,Neither Agree nor Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
49,1646419210129,04/03/2022 18:40:10,5947332,2,47,Agree,statements,71,Rarely,Never,26,Male,"Undergraduate degree (BSc, BA)",6,Against,Meat is so delicious that I cannot leave it.,Anti,6,ANTI,1026,292,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
50,1646419210973,04/03/2022 18:40:10,5947332,2,48,Agree,statements,76,Never,Rarely,24,Female,"Postgraduate degree (MSc, MA, MPhil)",4,Against,I like eating meat,Anti,6,ANTI,1054,292,Against,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
51,1646419215364,04/03/2022 18:40:15,5947332,2,49,Somewhat Agree,statements,77,Rarely,Once or twice a year,27,Male,"Postgraduate degree (MSc, MA, MPhil)",6,Against,"the fact of not consuming meat would cause the production of other plants, as substitutes for meat, to skyrocket and the consumption of these plants is also polluting and will increase the greenhouse",Anti,5,ANTI,1062,292,Against,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
54,1646419223272,04/03/2022 18:40:23,5947332,2,52,Somewhat Agree,statements,78,Rarely,Once or twice a year,18,Female,"Undergraduate degree (BSc, BA)",4,Against,There are nutrients that meat and animal products have that are necessary to live healthy,Anti,5,ANTI,1066,292,Against,Neither Agree nor Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
63,1646419257182,04/03/2022 18:40:57,5947332,2,61,Somewhat Disagree,statements,80,Never,Never,22,Female,"Undergraduate degree (BSc, BA)",4,Against,"not eating meat is unhealthy, the body does not get enough vitamins",Anti,3,ANTI,1078,292,Against,Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
3,1647366568292,15/03/2022 17:49:28,6056173,2,1,Somewhat Agree,statements,26,Rarely,Rarely,27,Male,"Postgraduate degree (MSc, MA, MPhil)",4,Against,I usually won't say as long as the topic comes up,Anti,5,ANTI,754,398,Against,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
4,1647366571648,15/03/2022 17:49:31,6056173,2,2,Somewhat Agree,statements,29,Once or twice a year,A few times a year,20,Male,No formal qualifications,6,Against,Becoming vegan is not cheap and it is hard to eat out.,Anti,5,ANTI,774,398,Against,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neither Agree nor Disagree,Baseline,0,NA
6,1647366579359,15/03/2022 17:49:39,6056173,2,4,Strongly Agree,statements,22,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",5,Against,"I don't care about where the meat comes from, killing animals for meat is just how the world functions",Anti,7,ANTI,731,398,Against,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
7,1647366582378,15/03/2022 17:49:42,6056173,2,5,Somewhat Agree,statements,29,Once or twice a year,A few times a year,20,Male,No formal qualifications,4,Against,You can't get all the nutrients from plants alone.,Anti,5,ANTI,772,398,Against,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neither Agree nor Disagree,Baseline,0,NA
8,1647366586599,15/03/2022 17:49:46,6056173,2,6,Agree,statements,21,Once or twice a year,Most months,21,Female,"Undergraduate degree (BSc, BA)",4,Against,I cannot live without eating things that I like that including meat,Anti,6,ANTI,724,398,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
10,1647366592496,15/03/2022 17:49:52,6056173,2,8,Agree,statements,28,Rarely,Rarely,37,Female,"Undergraduate degree (BSc, BA)",5,Against,I couldn't be dealing with the strict vegan way,Anti,6,ANTI,767,398,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
11,1647366594799,15/03/2022 17:49:54,6056173,2,9,Strongly Agree,statements,30,Once or twice a year,Once or twice a year,20,Male,"Undergraduate degree (BSc, BA)",4,Against,I simply love the taste of meat,Anti,7,ANTI,778,398,Against,Somewhat Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
13,1647366598933,15/03/2022 17:49:58,6056173,2,11,Somewhat Disagree,statements,23,Rarely,Never,18,Male,"Undergraduate degree (BSc, BA)",6,Against,Low protein and other vitamins only obtainable from animals,Anti,3,ANTI,738,398,Against,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Baseline,0,NA
15,1647366603552,15/03/2022 17:50:03,6056173,2,13,Somewhat Agree,statements,25,Rarely,Never,22,Male,"Undergraduate degree (BSc, BA)",4,Against,I enjoy consuming animal products.,Anti,5,ANTI,748,398,Against,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Baseline,0,NA
18,1647366613073,15/03/2022 17:50:13,6056173,2,16,Disagree,statements,27,A few times a year,Most months,22,Male,"Vocational Training / Apprenticeship,A levels",5,Against,I have no idea how to substitute the nutrients gained from meat,Anti,2,ANTI,761,398,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
19,1647366615885,15/03/2022 17:50:15,6056173,2,17,Somewhat Disagree,statements,25,Rarely,Never,22,Male,"Undergraduate degree (BSc, BA)",5,Against,I do not believe that meat consumption is as big a factor of damage to the environment.,Anti,3,ANTI,749,398,Against,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Baseline,0,NA
22,1647366626026,15/03/2022 17:50:26,6056173,2,20,Agree,statements,22,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",6,Against,"A better protein rich diet, which can be good for several reasons.",Anti,6,ANTI,732,398,Against,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
26,1647366634570,15/03/2022 17:50:34,6056173,2,24,Somewhat Disagree,statements,28,Rarely,Rarely,37,Female,"Undergraduate degree (BSc, BA)",4,Against,Vegans are hippies and are probably putting worse into their bodies,Anti,3,ANTI,766,398,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
28,1647366638286,15/03/2022 17:50:38,6056173,2,26,Agree,statements,30,Once or twice a year,Once or twice a year,20,Male,"Undergraduate degree (BSc, BA)",6,Against,I appreciate the diversity of flavors in my dishes.,Anti,6,ANTI,780,398,Against,Somewhat Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
37,1647366663421,15/03/2022 17:51:03,6056173,2,35,Agree,statements,22,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",4,Against,"I like to consume meat, and would not go without it.",Anti,6,ANTI,730,398,Against,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
42,1647366689653,15/03/2022 17:51:29,6056173,2,40,Strongly Agree,statements,26,Rarely,Rarely,27,Male,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Animal products are more delicious.,Anti,7,ANTI,756,398,Against,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
43,1647366691829,15/03/2022 17:51:31,6056173,2,41,Strongly Disagree,statements,25,Rarely,Never,22,Male,"Undergraduate degree (BSc, BA)",6,Against,I dislike vegan people.,Anti,1,ANTI,750,398,Against,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Baseline,0,NA
44,1647366694360,15/03/2022 17:51:34,6056173,2,42,Somewhat Agree,statements,29,Once or twice a year,A few times a year,20,Male,No formal qualifications,5,Against,It is in human nature to hunt and eat meat.,Anti,5,ANTI,773,398,Against,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neither Agree nor Disagree,Baseline,0,NA
47,1647366702797,15/03/2022 17:51:42,6056173,2,45,Somewhat Agree,statements,26,Rarely,Rarely,27,Male,"Postgraduate degree (MSc, MA, MPhil)",5,Against,I need protein for my diet.,Anti,5,ANTI,755,398,Against,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
48,1647366704440,15/03/2022 17:51:44,6056173,2,46,Strongly Disagree,statements,23,Rarely,Never,18,Male,"Undergraduate degree (BSc, BA)",4,Against,I dont like the vegetables,Anti,1,ANTI,736,398,Against,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Baseline,0,NA
49,1647366707605,15/03/2022 17:51:47,6056173,2,47,Somewhat Disagree,statements,24,Never,Never,25,Male,"Undergraduate degree (BSc, BA)",6,Against,It might be too much of a hassle for too little or no gain,Anti,3,ANTI,744,398,Against,Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
50,1647366710424,15/03/2022 17:51:50,6056173,2,48,Strongly Disagree,statements,27,A few times a year,Most months,22,Male,"Vocational Training / Apprenticeship,A levels",6,Against,I dislike the taste of vegan alternatives,Anti,1,ANTI,762,398,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
51,1647366713496,15/03/2022 17:51:53,6056173,2,49,Somewhat Disagree,statements,21,Once or twice a year,Most months,21,Female,"Undergraduate degree (BSc, BA)",5,Against,Not wanting to live that life and can be more expensive,Anti,3,ANTI,725,398,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
54,1647366721924,15/03/2022 17:52:01,6056173,2,52,Strongly Agree,statements,27,A few times a year,Most months,22,Male,"Vocational Training / Apprenticeship,A levels",4,Against,I would miss the taste of meat and meat-oriented dishes too much,Anti,7,ANTI,760,398,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
55,1647366724042,15/03/2022 17:52:04,6056173,2,53,Strongly Agree,statements,24,Never,Never,25,Male,"Undergraduate degree (BSc, BA)",4,Against,A vegan diet can be more expensive in the place where I live,Anti,7,ANTI,742,398,Against,Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
56,1647366726676,15/03/2022 17:52:06,6056173,2,54,Somewhat Agree,statements,28,Rarely,Rarely,37,Female,"Undergraduate degree (BSc, BA)",6,Against,You need animal products for different vitamins and supplements,Anti,5,ANTI,768,398,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
57,1647366728817,15/03/2022 17:52:08,6056173,2,55,Somewhat Disagree,statements,23,Rarely,Never,18,Male,"Undergraduate degree (BSc, BA)",5,Against,Low variety of food diet,Anti,3,ANTI,737,398,Against,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Baseline,0,NA
58,1647366730787,15/03/2022 17:52:10,6056173,2,56,Somewhat Disagree,statements,21,Once or twice a year,Most months,21,Female,"Undergraduate degree (BSc, BA)",6,Against,Dont like others substitutes of meat and fish,Anti,3,ANTI,726,398,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
60,1647366736884,15/03/2022 17:52:16,6056173,2,58,Strongly Agree,statements,30,Once or twice a year,Once or twice a year,20,Male,"Undergraduate degree (BSc, BA)",5,Against,I've learned to have a balanced diet.,Anti,7,ANTI,779,398,Against,Somewhat Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
64,1647366743729,15/03/2022 17:52:23,6056173,2,62,Somewhat Agree,statements,24,Never,Never,25,Male,"Undergraduate degree (BSc, BA)",5,Against,I don't want to take the time to eat at specific places or learn to prepare food in a specific way,Anti,5,ANTI,743,398,Against,Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
7,1647367071908,15/03/2022 17:57:51,6056314,2,5,Somewhat Disagree,statements,90,A few times a year,A few times a year,19,Male,A levels,4,Against,It's too expensive and a waste of money.,Anti,3,ANTI,1138,400,Against,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
